"","elapsed.time","NH3_30s.bg","DATE","TIME","FRAC_DAYS_SINCE_JAN1","FRAC_HRS_SINCE_JAN1","JULIAN_DAYS","EPOCH_TIME","ALARM_STATUS","INST_STATUS","CavityPressure","CavityTemp","DasTemp","EtalonTemp","WarmBoxTemp","species","MPVPosition","InletValve","OutletValve","solenoid_valves","NH3_Raw","NH3_30s","NH3_2min","NH3_5min","H2O","NH3_dry","NH3_uncorrected","NH3_broadeningCorrected","peak15","date.time","id","Vid","treat","NH3.corr","date.time.weather","date","time","temp","air.flow","A.frame","air.temp.K","n","flux","flux.tr","flux.time","cum.emis"
"129",49.3,9.61315736315,"2022-11-26","12:24:53.671",329.55895454,7909.414909,330.55895454,1669465493.672,0,963,140.02016234,44.999602808,33.037292818,44.978538935,44.999320984,4,2,50000,48155.674659,2,21.965225132,22.127577414,22.991210546,25.581529051,0.98867752475,21.965225132,21.214206133,21.748059888,61.481655626,2022-11-26 12:24:53,"2","0","DFC",12.51442005085,"2022-11-26 12:00:00","2022-11-26","12:00:00",7.3,3000,0.38465,280.45,5.43798317750972e-10,5.94058486721113e-05,6.50858870738207e-05,0.00520687096590565,0.240904476556831
"130",50.6,8.1410556372,"2022-11-26","13:44:50.987",329.61447903,7910.747497,330.61447903,1669470290.988,0,963,140.05300747,44.999961853,32.1875,44.979667664,44.999778748,4,2,50000,48143.943111,2,19.054780136,18.967338596,19.083097409,19.572790452,0.98771466226,19.054780136,18.382327764,18.866573278,61.424413997,2022-11-26 13:44:50,"2","0","DFC",10.8262829588,"2022-11-26 14:00:00","2022-11-26","14:00:00",7.5,3000,0.38465,280.65,4.70107200452825e-10,5.13556520830567e-05,5.5380750377584e-05,0.00443046003020672,0.245334936587037
"131",52,7.4859823705,"2022-11-26","15:04:49.017",329.67001178,7912.080283,330.67001178,1669475089.018,0,963,139.98672211,44.997947693,31.25,44.979240417,44.999473572,4,2,50000,48144.182439,2,16.101920152,16.322381254,16.413101713,16.847211917,0.96837966323,16.101920152,15.519837697,15.945992431,60.273963947,2022-11-26 15:04:49,"2","0","DFC",8.8363988835,"2022-11-26 15:00:00","2022-11-26","15:00:00",7.3,3000,0.38465,280.45,3.83974553219307e-10,4.19463125535698e-05,4.66509823183132e-05,0.00373207858546506,0.249067015172503
"132",53.3,7.3752719693,"2022-11-26","16:24:48.223",329.72555815,7913.413396,330.72555815,1669479888.224,0,963,140.00501302,44.999229431,30.4375,44.980033875,45.000236511,4,2,50000,48129.573766,2,18.429041914,18.561817484,18.617699554,19.081801397,0.97662226445,18.429041914,17.780549514,18.249059788,60.764638338,2022-11-26 16:24:48,"2","0","DFC",11.1865455147,"2022-11-26 16:00:00","2022-11-26","16:00:00",7.1,3000,0.38465,280.25,4.8644410942799e-10,5.31403356884833e-05,4.75433241210265e-05,0.00380346592968212,0.252870481102185
"133",54.6,7.29061136615,"2022-11-26","17:44:44.868",329.78107486,7914.745797,330.78107486,1669484684.868,0,963,139.98972978,45.000446341,28.8125,44.979706274,44.999539581,4,2,50000,48103.984774,2,17.815656302,17.761188875,17.974336483,18.590954962,0.93304875893,17.815656302,17.211074804,17.649427542,58.166821422,2022-11-26 17:44:44,"2","0","DFC",10.47057750885,"2022-11-26 18:00:00","2022-11-26","18:00:00",6.5,3000,0.38465,279.65,4.5628730762321e-10,4.9845933433142e-05,5.14931345608126e-05,0.00411945076486501,0.25698993186705
"134",56,7.68514032105,"2022-11-26","19:04:43.946",329.83661975,7916.078874,330.83661975,1669489483.946,0,963,140.0045166,45.00151825,29.875,44.982627869,45.002342224,2,2,50000,48089.695312,2,18.666163087,18.903185931,19.089377732,19.625129346,0.93260663256,18.666163087,18.039974978,18.491969511,58.140412419,2022-11-26 19:04:43,"2","0","DFC",11.21804560995,"2022-11-26 19:00:00","2022-11-26","19:00:00",6.5,3000,0.38465,279.65,4.8886050686622e-10,5.3404308812087e-05,5.16251211226145e-05,0.00413000968980916,0.261119941556859
"135",57.3,8.35696243015,"2022-11-26","20:24:41.811",329.89215059,7917.411614,330.89215059,1669494281.811,0,963,139.97439103,44.999717712,29.6875,44.981285095,45.001213074,4,2,50000,48135.853397,2,20.274538672,20.335578503,20.557538951,21.33639372,0.95967431026,20.274538672,19.589110431,20.079969133,59.755366921,2022-11-26 20:24:41,"2","0","DFC",11.97861607285,"2022-11-26 20:00:00","2022-11-26","20:00:00",6.5,3000,0.38465,279.65,5.22004681433578e-10,5.70250589218955e-05,5.52146838669913e-05,0.0044171747093593,0.265537116266218
"136",58.6,8.353574047,"2022-11-26","21:44:38.757",329.94767081,7918.744099,330.94767081,1669499078.758,0,963,140.03923996,45.000114441,29.4375,44.980735779,45.000663757,4,2,50000,48150.163037,2,19.407019253,19.418055738,19.688848915,20.646812794,0.96870099695,19.407019253,18.738025654,19.219023264,60.293099116,2022-11-26 21:44:38,"2","0","DFC",11.064481691,"2022-11-26 22:00:00","2022-11-26","22:00:00",7.2,3000,0.38465,280.35,4.80964575019637e-10,5.25417380444109e-05,5.47833984831532e-05,0.00438267187865226,0.26991978814487
"137",60,8.02728361855,"2022-11-26","23:04:37.691",330.00321403,7920.077137,331.00321403,1669503877.692,0,963,139.95175415,44.999168396,29.75,44.978996277,44.999015808,4,2,50000,48165.535545,2,18.888008689,18.995439479,19.211214915,20.050216254,0.9623935726,18.888008689,18.236820515,18.706231707,59.917400833,2022-11-26 23:04:37,"2","0","DFC",10.96815586045,"2022-11-26 23:00:00","2022-11-26","23:00:00",7.4,3000,0.38465,280.55,4.76437477054599e-10,5.20471868700948e-05,5.22944624572528e-05,0.00418355699658023,0.274103345141451
"138",61.3,7.6019196745,"2022-11-27","00:24:35.464",330.05874381,7921.409851,331.05874381,1669508675.465,0,963,139.96456576,44.999751518,28.875,44.978547365,44.998531489,4,2,50000,48108.766877,2,17.163639765,17.457567473,17.725880404,18.407020505,0.95839058682,17.163639765,16.559878567,16.999145057,59.678860008,2022-11-27 00:24:35,"2","0","DFC",9.8556477985,"2022-11-27 00:00:00","2022-11-27","00:00:00",7.3,3000,0.38465,280.45,4.2826472752178e-10,4.67846787389521e-05,4.94159328045235e-05,0.00395327462436188,0.278056619765812
"139",62.6,7.59556405855,"2022-11-27","01:44:33.094",330.11427192,7922.742526,331.11427192,1669513473.094,0,963,139.99064586,44.998680115,28.506906077,44.979667664,44.999015808,4,2,50000,48095.392093,2,17.146305564,17.169518859,17.329945905,17.96752524,0.94023017629,17.146305564,16.554210098,16.985090825,58.595639876,2022-11-27 01:44:33,"2","0","DFC",9.57395480045,"2022-11-27 02:00:00","2022-11-27","02:00:00",6.9,3000,0.38465,280.05,4.16618328119611e-10,4.55123977886881e-05,4.61485382638201e-05,0.00369188306110561,0.281748502826918
"140",64,7.56795784395,"2022-11-27","03:04:30.349",330.16979572,7924.075097,331.16979572,1669518270.35,0,963,139.98882281,45.001736256,28.982044199,44.980278015,45.000158363,4,2,50000,48083.491421,2,17.955165163,18.150080987,18.495599394,19.416353597,0.92338403304,17.955165163,17.353239847,17.789370035,57.589300895,2022-11-27 03:04:30,"2","0","DFC",10.58212314305,"2022-11-27 03:00:00","2022-11-27","03:00:00",6.7,3000,0.38465,279.85,4.60818680233609e-10,5.0340951580097e-05,4.79266746843925e-05,0.0038341339747514,0.28558263680167
"141",65.3,7.11101124755,"2022-11-27","04:24:28.888",330.22533436,7925.408025,331.22533436,1669523068.889,0,963,140.00639436,44.999137878,28.625,44.977775574,44.997489929,4,2,50000,48056.062619,2,15.728538181,16.081387578,16.390543365,17.25615322,0.91329752846,15.728538181,15.188185857,15.584889831,56.986063895,2022-11-27 04:24:28,"2","0","DFC",8.97037633045,"2022-11-27 04:00:00","2022-11-27","04:00:00",6.7,3000,0.38465,279.85,3.90632099619033e-10,4.26735990880065e-05,4.65072753340517e-05,0.00372058202672414,0.289303218828394
"142",66.6,7.180780688,"2022-11-27","05:44:26.752",330.28086519,7926.740764,331.28086519,1669527866.752,0,963,139.93757962,45.000694275,27.5625,44.97908783,44.998466492,4,2,50000,47997.203201,2,15.525096639,15.467331345,15.72140175,16.404092503,0.90859068897,15.525096639,14.992486865,15.384037057,56.704385381,2022-11-27 05:44:26,"2","0","DFC",8.286550657,"2022-11-27 06:00:00","2022-11-27","06:00:00",6.3,3000,0.38465,279.45,3.61370129731863e-10,3.94769504441593e-05,4.10752747660829e-05,0.00328602198128663,0.29258924080968
"143",68,7.68459102265,"2022-11-27","07:04:22.930",330.3363765,7928.073036,331.3363765,1669532662.93,0,963,139.99436158,45.001365662,28.027969613,44.980674744,45.000297546,4,2,50000,48007.935946,2,17.310579749,17.280006855,17.470521132,18.139191459,0.91929728083,17.310579749,16.727329404,17.15144406,57.344950369,2022-11-27 07:04:22,"2","0","DFC",9.59541583235,"2022-11-27 07:00:00","2022-11-27","07:00:00",6.4,3000,0.38465,279.55,4.18299051378816e-10,4.56960040786246e-05,4.2586477261392e-05,0.00340691818091136,0.295996158990592
"144",69.3,8.04951012355,"2022-11-27","08:24:21.619",330.3919169,7929.406006,331.3919169,1669537461.62,0,963,139.93231732,44.999504089,28.331146409,44.98033905,44.999534607,4,2,50000,47988.401934,2,18.633897451,18.836004427,19.090788868,19.9274495,0.91858249705,18.633897451,18.018147662,18.46272973,57.302203974,2022-11-27 08:24:21,"2","0","DFC",10.78649430345,"2022-11-27 08:00:00","2022-11-27","08:00:00",6.7,3000,0.38465,279.85,4.6971841114207e-10,5.13131797946988e-05,4.85045919366617e-05,0.00388036735493294,0.299876526345525
"145",70.6,8.422556088,"2022-11-27","09:44:19.759",330.44745093,7930.738822,331.44745093,1669542259.76,0,963,140.01783828,44.999086285,28.375,44.982172128,45.001685337,4,2,50000,48004.953513,2,19.427979837,19.633798508,19.910890874,20.973579498,0.90789421394,19.427979837,18.799725565,19.251594332,56.662695451,2022-11-27 09:44:19,"2","0","DFC",11.21124242,"2022-11-27 10:00:00","2022-11-27","10:00:00",7.3,3000,0.38465,280.45,4.87170379699716e-10,5.32196752164827e-05,5.22664275055907e-05,0.00418131420044726,0.304057840545972
"146",72,8.5222327644,"2022-11-27","11:04:16.581",330.50296969,7932.071273,331.50296969,1669547056.581,0,963,139.9920669,44.999076843,28.5625,44.982078552,45.001304626,4,2,50000,47945.108393,2,17.732268092,17.926324963,18.112467518,18.963075943,0.88845275305,17.732268092,17.158080012,17.574725268,55.497945771,2022-11-27 11:04:16,"2","0","DFC",9.4040921986,"2022-11-27 11:00:00","2022-11-27","11:00:00",7.2,3000,0.38465,280.35,4.08788710945605e-10,4.46570713968683e-05,4.89383733066755e-05,0.00391506986453404,0.307972910410506
"147",73.3,8.45194164615,"2022-11-27","12:24:14.586",330.55850216,7933.404052,331.55850216,1669551854.587,0,963,140.01270353,44.998507631,27.825448895,44.978691101,44.998172781,4,2,50000,47928.072751,2,16.905047136,17.313369422,17.661330009,18.674489812,0.88487988664,16.905047136,16.352973304,16.755457774,55.283679873,2022-11-27 12:24:14,"2","0","DFC",8.86142777585,"2022-11-27 12:00:00","2022-11-27","12:00:00",7.1,3000,0.38465,280.25,3.85336951163284e-10,4.20951442131192e-05,4.33761078049938e-05,0.0034700886243995,0.311442999034905
"148",74.6,8.201702025,"2022-11-27","13:44:12.259",330.61403078,7934.736739,331.61403078,1669556652.259,0,963,139.99996131,45.000083923,27.9375,44.980857849,45.000144958,4,2,50000,47908.239177,2,16.344173153,16.515741125,16.685972825,17.437367122,0.86152346586,16.344173153,15.81952061,16.203364266,53.8813499,2022-11-27 13:44:12,"2","0","DFC",8.3140391,"2022-11-27 14:00:00","2022-11-27","14:00:00",6.8,3000,0.38465,279.95,3.61921319621421e-10,3.95371637660837e-05,4.08161539896015e-05,0.00326529231916812,0.314708291354073
"149",76,7.9006888188,"2022-11-27","15:04:10.255",330.66956314,7936.069515,331.66956314,1669561450.255,0,963,139.99506766,45.000091173,27.625,44.979053181,44.998344421,4,2,50000,47935.42249,2,15.514812668,15.739409804,15.967300475,16.649101441,0.85350775233,15.514812668,15.014154623,15.382392539,53.399425891,2022-11-27 15:04:10,"2","0","DFC",7.8387209852,"2022-11-27 15:00:00","2022-11-27","15:00:00",6.6,3000,0.38465,279.75,3.41474035499913e-10,3.73034527989339e-05,3.84203082825088e-05,0.0030736246626007,0.317781916016674
"150",77.3,7.738600297,"2022-11-27","16:24:07.509",330.72508692,7937.402086,331.72508692,1669566247.51,0,963,140.03322677,44.999687195,27.25,44.980064392,44.999382019,4,2,50000,47887.263985,2,15.112856822,15.371674224,15.609441459,16.343974208,0.83538088727,15.112856822,14.631754918,14.986606904,52.308351707,2022-11-27 16:24:07,"2","0","DFC",7.633073927,"2022-11-27 16:00:00","2022-11-27","16:00:00",6.3,3000,0.38465,279.45,3.32872509857016e-10,3.63638012516386e-05,3.68336270252863e-05,0.0029466901620229,0.320728606178697
"151",78.6,7.67639136455,"2022-11-27","17:44:05.703",330.78062156,7938.734918,331.78062156,1669571045.703,0,963,139.96688506,45.000816345,27.25,44.982048035,45.001029968,4,2,50000,47860.984397,2,15.499357699,15.624299795,15.844220411,16.506457771,0.813810581,15.499357699,15.021929825,15.373222286,51.007757227,2022-11-27 17:44:05,"2","0","DFC",7.94790843045,"2022-11-27 18:00:00","2022-11-27","18:00:00",5.9,3000,0.38465,279.05,3.4709903318725e-10,3.79179412048137e-05,3.71408712282262e-05,0.00297126969825809,0.323699875876955
"152",80,7.5997645325,"2022-11-27","19:04:04.604",330.8361644,7940.067946,331.8361644,1669575844.604,0,963,140.10566502,45.000249481,26.875,44.980849838,44.999784088,2,2,50000,47894.083887,2,15.124575833,15.191494624,15.426059744,16.156856977,0.79702765846,15.124575833,14.665049103,15.00405899,49.994116533,2022-11-27 19:04:04,"2","0","DFC",7.5917300915,"2022-11-27 19:00:00","2022-11-27","19:00:00",5.6,3000,0.38465,278.75,3.31900922228888e-10,3.62576626599508e-05,3.70878019323822e-05,0.00296702415459058,0.326666900031546
"153",81.3,7.29209694775,"2022-11-27","20:24:02.457",330.89169512,7941.400683,331.89169512,1669580642.458,0,963,140.0230484,44.999229431,26.96484375,44.980979919,44.999931335,2,2,50000,47856.640869,2,14.292559729,14.560724723,14.80695067,15.608462043,0.79298081623,14.292559729,13.853208278,14.1792454,49.749474762,2022-11-27 20:24:02,"2","0","DFC",7.26862777525,"2022-11-27 20:00:00","2022-11-27","20:00:00",5.4,3000,0.38465,278.55,3.18003457935624e-10,3.47394699149895e-05,3.54985662874702e-05,0.00283988530299761,0.329506785334543
"154",82.6,7.0169633864,"2022-11-27","21:43:59.279",330.94721389,7942.733133,331.94721389,1669585439.28,0,963,140.00969696,44.999717712,26.875,44.980979919,45.000205994,2,2,50000,47839.582959,2,13.200547201,13.0168656,13.186518294,13.796864878,0.81340405496,13.200547201,12.773535031,13.093030855,50.983221875,2022-11-27 21:43:59,"2","0","DFC",5.9999022136,"2022-11-27 22:00:00","2022-11-27","22:00:00",5.1,3000,0.38465,278.25,2.62779556466436e-10,2.87066768248415e-05,3.17230733699155e-05,0.00253784586959324,0.332044631204137
"155",84,7.16141694905,"2022-11-27","23:03:56.849",331.00274132,7944.065792,332.00274132,1669590236.85,0,963,140.04616632,45.000572205,26.458203125,44.981651306,45.00075531,2,2,50000,47839.530396,2,13.385893257,13.581241444,13.74472669,14.322262119,0.81826096909,13.385893257,12.953815416,13.276617624,51.276297397,2022-11-27 23:03:56,"2","0","DFC",6.41982449495,"2022-11-27 23:00:00","2022-11-27","23:00:00",5.1,3000,0.38465,278.25,2.81171021346214e-10,3.07158051061226e-05,2.9711240965482e-05,0.00237689927723856,0.334421530481375
"156",85.3,7.3875494715,"2022-11-28","00:23:55.346",331.05827948,7945.398707,332.05827948,1669595035.347,0,963,139.96798419,45.000390785,26.576139503,44.98138609,45.000379657,4,2,50000,47808.618137,2,14.462575159,14.561886782,14.779661593,15.337666352,0.82402061291,14.462575159,14.002439812,14.343400558,51.623683585,2022-11-28 00:23:55,"2","0","DFC",7.1743373105,"2022-11-28 00:00:00","2022-11-28","00:00:00",5.3,3000,0.38465,278.45,3.13990960599204e-10,3.43011349628873e-05,3.25084700345049e-05,0.0026006776027604,0.337022208084136
"157",86.6,7.3283336312,"2022-11-28","01:43:53.270",331.11381101,7946.731464,332.11381101,1669599833.271,0,963,140.04857728,44.99962616,27.0625,44.980949402,44.999900818,4,2,50000,47771.150509,2,13.940774475,14.165957955,14.325737333,14.958169863,0.84563982861,13.940774475,13.480754451,13.822885734,52.926059753,2022-11-28 01:43:53,"2","0","DFC",6.8376243238,"2022-11-28 02:00:00","2022-11-28","02:00:00",5.7,3000,0.38465,278.85,2.98825161597952e-10,3.26443862546785e-05,3.34727606087829e-05,0.00267782084870263,0.339700028932838
"158",88,7.27754702715,"2022-11-28","03:03:51.756",331.16934904,7948.064377,332.16934904,1669604631.757,0,963,139.99492264,44.999504089,27.0625,44.979667664,44.998832703,2,2,50000,47762.95166,2,14.660437371,14.693959452,14.997651744,15.799914706,0.83075237788,14.660437371,14.19255576,14.538752701,52.029479992,2022-11-28 03:03:51,"2","0","DFC",7.41641242485,"2022-11-28 03:00:00","2022-11-28","03:00:00",5.9,3000,0.38465,279.05,3.2388767496628e-10,3.53822760713651e-05,3.40133311630218e-05,0.00272106649304174,0.34242109542588
"159",89.3,7.28810286195,"2022-11-28","04:23:49.292",331.22487606,7949.397026,332.22487606,1669609429.292,0,963,140.02395554,45.001548767,26.875,44.98021698,44.999137878,2,2,50000,47719.659277,2,14.28461479,14.178343539,14.330785422,14.932098207,0.82500595859,14.28461479,13.828877695,14.16701687,51.683095993,2022-11-28 04:23:49,"2","0","DFC",6.89024067705,"2022-11-28 04:00:00","2022-11-28","04:00:00",5.8,3000,0.38465,278.95,3.01016708337646e-10,3.28837961419959e-05,3.41330361066805e-05,0.00273064288853444,0.345151738314414
"160",90.6,7.58832894425,"2022-11-28","05:43:47.177",331.28040715,7950.729772,332.28040715,1669614227.178,0,963,140.0091299,44.998252869,26.668853591,44.981529236,45.000358582,4,2,50000,47725.84921,2,15.259217961,15.374614822,15.614054059,16.320562708,0.80451965894,15.259217961,14.792391437,15.136454553,50.446796823,2022-11-28 05:43:47,"2","0","DFC",7.78628587775,"2022-11-28 06:00:00","2022-11-28","06:00:00",5.9,3000,0.38465,279.05,3.40040694219919e-10,3.71468711170946e-05,3.50153336295452e-05,0.00280122669036362,0.347952965004778
"161",92,7.34400979145,"2022-11-28","07:03:45.538",331.33594373,7952.062649,332.33594373,1669619025.538,0,963,140.0367612,45.000053406,26.091160221,44.980552673,44.999534607,4,2,50000,47721.313234,2,13.514192653,13.720329049,13.979366542,14.783170724,0.79931095956,13.514192653,13.088190849,13.40617223,50.132109354,2022-11-28 07:03:45,"2","0","DFC",6.37631925755,"2022-11-28 07:00:00","2022-11-28","07:00:00",5.9,3000,0.38465,279.05,2.78464991004374e-10,3.04201917808473e-05,3.37835314489709e-05,0.00270268251591767,0.350655647520696
"162",93.3,7.48600642135,"2022-11-28","08:23:41.657",331.39145436,7953.394905,332.39145436,1669623821.657,0,963,140.02119872,45.000083923,26.0625,44.979606628,44.998435974,4,2,50000,47686.914451,2,13.794572461,13.926923601,14.053397163,14.617594672,0.78314927902,13.794572461,13.37107567,13.686540366,49.154770041,2022-11-28 08:23:41,"2","0","DFC",6.44091717965,"2022-11-28 08:00:00","2022-11-28","08:00:00",5.8,3000,0.38465,278.95,2.81386932469786e-10,3.07393917615329e-05,3.05797917711901e-05,0.00244638334169521,0.353102030862391
"163",94.6,7.81225270185,"2022-11-28","09:43:40.832",331.44700038,7954.728009,332.44700038,1669628620.833,0,963,139.96203415,45.000297546,25.9375,44.980979919,44.999778748,4,2,50000,47674.79613,2,14.794722543,14.962541953,15.311825947,16.250470438,0.7967745581,14.794722543,14.342358789,14.676841958,49.978818537,2022-11-28 09:43:40,"2","0","DFC",7.15028925115,"2022-11-28 10:00:00","2022-11-28","10:00:00",6,3000,0.38465,279.15,3.12153748470948e-10,3.41004334489122e-05,3.24199126052226e-05,0.0025935930084178,0.355695623870809
"164",96,7.73841687105,"2022-11-28","11:03:38.536",331.50252935,7956.060704,332.50252935,1669633418.536,0,963,140.02602032,45.000572205,26.375,44.979911804,44.998954773,4,2,50000,47699.955477,2,13.411906845,13.577544723,13.719869486,14.540366779,0.78946451411,13.411906845,12.993253413,13.3060246,49.53683464,2022-11-28 11:03:38,"2","0","DFC",5.83912785195,"2022-11-28 11:00:00","2022-11-28","11:00:00",6.2,3000,0.38465,279.35,2.54731049448593e-10,2.78274383749767e-05,3.09639359119445e-05,0.00247711487295556,0.358172738743764
"165",97.3,7.49425728245,"2022-11-28","12:23:34.453",331.55803765,7957.392904,332.55803765,1669638214.453,0,963,139.97274557,44.999155919,25.893991713,44.98091939,44.999709704,4,2,50000,47706.22844,2,12.487090111,12.396619675,12.67268277,13.4840742,0.79647244474,12.487090111,12.084776273,12.387633879,49.96055763,2022-11-28 12:23:34,"2","0","DFC",4.90236239255,"2022-11-28 12:00:00","2022-11-28","12:00:00",6.1,3000,0.38465,279.25,2.13941386590196e-10,2.33714765596223e-05,2.55994574672995e-05,0.00204795659738396,0.360220695341148
"166",98.6,7.4186428427,"2022-11-28","13:43:33.257",331.61357937,7958.725905,332.61357937,1669643013.258,0,963,140.01640805,44.999382019,25.696132597,44.981163025,44.999931335,4,2,50000,47688.584956,2,12.23270333,12.22984479,12.547044781,13.282122109,0.77834243674,12.23270333,11.844760929,12.137491009,48.863818755,2022-11-28 13:43:33,"2","0","DFC",4.8112019473,"2022-11-28 14:00:00","2022-11-28","14:00:00",5.5,3000,0.38465,278.65,2.10415202847793e-10,2.29862676853881e-05,2.31788721225052e-05,0.00185430976980042,0.362075005110949
"167",100,7.4308046219,"2022-11-28","15:03:31.598",331.66911573,7960.058777,332.66911573,1669647811.599,0,963,139.87963741,45.000602722,25.875,44.981285095,44.999992371,4,2,50000,47723.752406,2,12.078203572,12.233392251,12.451737878,13.190180271,0.76192666441,12.078203572,11.70149711,11.986176519,47.869263036,2022-11-28 15:03:31,"2","0","DFC",4.8025876291,"2022-11-28 15:00:00","2022-11-28","15:00:00",5.6,3000,0.38465,278.75,2.09963110380863e-10,2.29368800065382e-05,2.29615738459631e-05,0.00183692590767705,0.363911931018626
"168",101,7.54436720495,"2022-11-28","16:23:28.220",331.72463219,7961.391172,332.72463219,1669652608.221,0,963,140.00795261,45.000907898,25.75,44.980766296,44.999137878,4,2,50000,47741.000421,2,11.949184897,12.143968212,12.417076172,13.243733624,0.77036998793,11.949184897,11.571075777,11.857131962,48.380985335,2022-11-28 16:23:28,"2","0","DFC",4.59960100705,"2022-11-28 16:00:00","2022-11-28","16:00:00",5.7,3000,0.38465,278.85,2.01016676133203e-10,2.1959549805758e-05,2.24482149061481e-05,0.00179585719249185,0.365707788211118
"169",103,7.56643094755,"2022-11-28","17:43:27.493",331.78017933,7962.724304,332.78017933,1669657407.494,0,963,140.05248307,44.998924255,25.75,44.980857849,44.999443054,4,2,50000,47752.987267,2,12.400394383,12.699391586,12.927490947,13.639022202,0.74048711003,12.400394383,12.027629072,12.308571061,46.568159006,2022-11-28 17:43:27,"2","0","DFC",5.13296063845,"2022-11-28 18:00:00","2022-11-28","18:00:00",5.7,3000,0.38465,278.85,2.2432612843642e-10,2.45059309749414e-05,2.32327403903497e-05,0.00185861923122798,0.367566407442345
"170",104,7.54319957085,"2022-11-28","19:03:25.819",331.83571551,7964.057172,332.83571551,1669662205.82,0,963,140.00644836,44.999534607,25.875,44.981376648,45.000083923,2,2,50000,47762.852344,2,12.647348841,12.566864134,12.812472638,13.502143835,0.72934898977,12.647348841,12.274349809,12.554889843,45.891239816,2022-11-28 19:03:25,"2","0","DFC",5.02366456315,"2022-11-28 19:00:00","2022-11-28","19:00:00",5.5,3000,0.38465,278.65,2.19707135487772e-10,2.40013409694781e-05,2.42536359722097e-05,0.00194029087777678,0.369506698320122
"171",105,7.37771362385,"2022-11-28","20:23:22.673",331.89123464,7965.389631,332.89123464,1669667002.673,0,963,140.00840258,45.000328064,26.1875,44.980674744,44.999534607,4,2,50000,47766.456459,2,11.869894656,11.845906191,12.110642306,12.846599576,0.72713999164,11.869894656,11.514214339,11.783583905,45.75690816,2022-11-28 20:23:22,"2","0","DFC",4.46819256715,"2022-11-28 20:00:00","2022-11-28","20:00:00",5.4,3000,0.38465,278.55,1.9548403509039e-10,2.13551506639846e-05,2.26782458167314e-05,0.00181425966533851,0.371320957985461
"172",107,7.23699720525,"2022-11-28","21:43:20.372",331.94676358,7966.722326,332.94676358,1669671800.373,0,963,140.06894772,45.001252274,26.375,44.981814095,45.000499536,4,2,50000,47837.405408,2,12.24909853,12.142762254,12.358319875,13.024288201,0.72750717864,12.24909853,11.885748782,12.159985459,45.779239046,2022-11-28 21:43:20,"2","0","DFC",4.90576504875,"2022-11-28 22:00:00","2022-11-28","22:00:00",5.5,3000,0.38465,278.65,2.14550866740406e-10,2.34380576511596e-05,2.23966041575721e-05,0.00179172833260577,0.373112686318067
"173",108,6.7690300768,"2022-11-28","23:03:18.732",332.00230014,7968.055203,333.00230014,1669676598.732,0,963,140.0033437,45.000450134,26.405214088,44.981071472,44.999992371,4,2,50000,47845.663404,2,10.250523221,10.377454446,10.571010906,11.222315924,0.76003202775,10.250523221,9.9124518553,10.172615961,47.754382717,2022-11-28 23:03:18,"2","0","DFC",3.6084243692,"2022-11-28 23:00:00","2022-11-28","23:00:00",5.3,3000,0.38465,278.45,1.57925754658408e-10,1.72521929112746e-05,2.03451252812171e-05,0.00162761002249736,0.374740296340564
"174",109,6.75315438015,"2022-11-29","00:23:16.358",332.05782822,7969.387877,333.05782822,1669681396.358,0,963,139.9551959,44.999198914,26.375,44.981834412,45.000663757,4,2,50000,47839.659369,2,10.759972756,10.555331925,10.750302389,11.366163152,0.74097238203,10.759972756,10.419975969,10.680244329,46.59763616,2022-11-29 00:23:16,"2","0","DFC",3.80217754485,"2022-11-29 00:00:00","2022-11-29","00:00:00",4.9,3000,0.38465,278.05,1.66644916168402e-10,1.82046952863327e-05,1.77284440988036e-05,0.00141827552790429,0.376158571868468
"175",111,6.776111193,"2022-11-29","01:43:14.316",332.11336015,7970.720644,333.11336015,1669686194.317,0,963,140.01818253,45.000160554,26.25,44.979542474,44.998335823,4,2,50000,47828.134356,2,10.806258732,10.918588083,11.16421517,11.88248166,0.72736103847,10.806258732,10.47148472,10.727658216,45.770351457,2022-11-29 01:43:14,"2","0","DFC",4.14247689,"2022-11-29 02:00:00","2022-11-29","02:00:00",4.8,3000,0.38465,277.95,1.81625152458087e-10,1.984117267335e-05,1.90229339798413e-05,0.00152183471838731,0.377680406586856
"176",112,6.9000291586,"2022-11-29","03:03:11.194",332.16887957,7972.05311,333.16887957,1669690991.195,0,963,139.95177818,45.000083923,26.875,44.980552673,44.999900818,4,2,50000,47906.953772,2,11.015250355,11.153718787,11.32266013,11.951223096,0.73906119514,11.015250355,10.670991485,10.933840915,46.481536484,2022-11-29 03:03:11,"2","0","DFC",4.2536896284,"2022-11-29 03:00:00","2022-11-29","03:00:00",4.7,3000,0.38465,277.85,1.86568351067599e-10,2.03811796924363e-05,2.01111761828931e-05,0.00160889409463145,0.379289300681487
"177",113,6.99524617805,"2022-11-29","04:23:08.167",332.22440008,7973.385602,333.22440008,1669695788.167,0,963,140.05398968,44.999137878,26.890366022,44.980278015,44.999229431,4,2,50000,47989.503928,2,12.110072319,11.905631365,12.096612136,12.840793156,0.7250678605,12.110072319,11.750658628,12.022266076,45.630875494,2022-11-29 04:23:08,"2","0","DFC",4.91038518695,"2022-11-29 04:00:00","2022-11-29","04:00:00",4.9,3000,0.38465,278.05,2.15216338054021e-10,2.3510755353344e-05,2.19459675228902e-05,0.00175567740183121,0.381044978083318
